"Total Asset","Cash","Total Debt in Current Liabilities","Total Long-Term Debt","Earnings Before Interest","Gross Profit (Loss)","Total Liabilities","Retained Earnings","Total debt/total asset","Total asset/Total libiilities","EBTI/total asset","Gross Profit/Revenue","EBTI/REV","Sales/Turnover (Net)","Total Stockholders Equity","Total Interest and Related Expense","Market Value - Total - Fiscal","Total Inventories","Total Revenue","Operating Activities - Net Cash Flow","Financing Activities - Net Cash Flow","Net Cash Flow","Rating level","Debt-to-Equity Ratio","Total Current Asset","Working Capital Ratio","Debt Service Coverage Ratio","Gross Profit Margin"
1275.191,200.188,31.222,480.404,43.221,205.309,853.334,-139.529,0.376731015,1.494363286,0.033893746,0.147199074,0.030987883,1394.771,344.683,34.032,212.4212,269.791,1394.771,63.93,-0.726,63.204,"High Risk",-1.2125924400100965,469.97900000000004,1.0462997181543339,0.08447772396242567,14.719907425663425
1294.769,7.78,0.601,749.957,63.124,87.23,995.171,145.696,0.579220695,1.301051779,0.048753098,0.390063945,0.282269821,223.63,299.598,54.722,359.8669,31.455,223.63,52.159,45,97.159,"High Risk",-2.4991989265615926,39.2349999999999,0.052358291653099326,0.08410276087923918,39.00639449090015
852.444,49.044,4.747,426.272,113.312,236.077,704.062,-178.144,0.500058655,1.210751326,0.132926034,0.286074185,0.137309599,825.23,148.382,18.484,463.3476,178.027,825.23,66.099,-26.404,39.695,"Moderate Risk",-2.808817781132482,227.0709999999999,0.5386892829606783,0.2628932831267299,28.607418537862173
2406.4,472.785,264.694,93.75,356.025,802.461,756.885,1648.141,0.03895861,3.179346929,0.147949219,0.515367033,0.228651047,1557.067,1649.515,14.086,3855.4145,393.092,1557.067,275.814,-166.538,109.276,"Moderate Risk",0.2641006598909376,865.877,-5.065266988019467,0.9932513865485263,51.536703301784705
6014.038,163.166,297.629,2982.395,930.479,930.479,4255.066,744.819,0.49590558,1.413383012,0.154717845,0.455376946,0.455376946,2043.316,1758.972,141.637,3250.5039,0,2043.316,688.924,106.266,795.19,"Moderate Risk",-1.3571205226689227,163.16600000000017,0.06077475653371659,0.2836805462399056,45.53769461013373
1946.7,198.3,72.4,358.1,265.9,729.7,1616.1,-330.6,0.18395233,1.204566549,0.136590127,0.238355001,0.086855687,3061.4,330.6,18.9,1411.254,13.3,3061.4,208.8,-49,159.8,"Moderate Risk",-0.6451905626134302,211.60000000000014,0.7406370318515929,0.6176538908246225,23.835500097994384
8841.5,577.7,441.5,2124.6,1361.3,2023.3,5210,3599.9,0.240298592,1.697024952,0.153967087,0.252181175,0.169670456,8023.2,3631.5,76.9,9481.4198,723.6,8023.2,867.9,736.6,1604.5,"Moderate Risk",-0.3418972876221947,1301.3000000000002,0.7731566751826987,0.5304937453723549,25.218117459367832
6082,96,300,3807,1557,1557,9672,4682,0.625945413,0.628825476,0.256001315,0.107483087,0.107483087,14486,-3590,176,17182.352,0,14486,1430,-1805,-375,"Moderate Risk",0.8933147632311977,96,0.02737382378100941,0.379108838568298,10.748308711859726
3315.841,216.751,2.5,1750.521,346.042,974.355,2490.318,620.729,0.527926701,1.331493006,0.104360251,0.42194081,0.149852201,2309.222,825.523,100.613,2001.6541,195.942,2309.222,236.41,-6.019,230.391,"Moderate Risk",-2.1144426018414992,412.69299999999976,0.2360915572524585,0.1973975211934141,42.19408095020747
4350.9,158.821,29.75,3239.799,498.716,903.535,3842.889,-438.197,0.744627318,1.132195075,0.114623641,0.410803789,0.226747633,2199.432,508.011,224.099,2217.7702,15.462,2199.432,339.846,-199.724,140.122,"High Risk",-6.260295544781511,174.28300000000036,0.05429294069965921,0.1525335757316988,41.08037893419756
33440,4801,1293,5150,4751,16261,22597,5397,0.154007177,1.479842457,0.142075359,0.139940963,0.040886755,116199,10843,124,61335.1776,8908,116199,4285,-2324,1961,"Low Risk",-0.23646592271511574,13709,3.5543168265491314,0.7373894148688499,13.994096334736101
889.772,68.858,0.4,208.882,90.486,227.135,479.686,162.657,0.234759017,1.854905084,0.101695715,0.218215863,0.086932796,1040.873,410.086,15.169,796.1448,107.058,1040.873,86.684,-0.184,86.5,"Moderate Risk",-0.5074106406948786,175.91600000000005,0.8437946681248264,0.4323639873472157,21.821586303036007
5488.498,0.247,0,1854.929,-351.835,-283.654,3074.024,-1886.932,0.337966599,1.785444095,-0.064104059,-0.319269467,-0.396011242,888.447,2414.474,105.398,943.4118,0,888.447,549.42,46.452,595.872,"Moderate Risk",-0.7682538722719731,0.24700000000029831,0.0001331587354558036,-0.189675723437393,-31.926946683369973
4768,5,0,2467,-4118,-3900,3389,-1037,0.517407718,1.406904692,-0.863674497,-2.504816956,-2.644829801,1557,1379,156,5323.267,34,1557,1209,380,1589,"Moderate Risk",-1.7889775199419868,39,0.01580867450344548,-1.6692338873125254,-250.4816955684008
15611,293,431,6608,2172,3157,11590,4756,0.423291269,1.346937015,0.139132663,0.327218076,0.225124378,9648,4021,286,9975.4126,1479,9648,1612,-832,780,"Moderate Risk",-1.4289977617508083,1772,0.28687064918245103,0.30856655774968034,32.72180762852405
19019.589,1201.112,1676.197,15128.145,-275.316,190.687,17458.186,-3623.948,0.795398102,1.089436726,-0.014475392,0.703940787,-1.016357495,270.885,1561.403,997.383,8777.5528,18.125,270.885,-265.622,378.574,112.952,"High Risk",-7.54177556979204,1219.237000000001,0.09063646395302755,-0.016383622756547086,70.39407866806948
6961.732,168.409,31.919,1566.135,764.369,982.603,2901.555,768.814,0.224963414,2.399310714,0.109795809,0.277605189,0.215949678,3539.57,4060.177,82.119,8806.5418,469.141,3539.57,573.151,-601.939,-28.788,"Moderate Risk",-0.37000776074540587,637.5500000000002,0.4155542635456808,0.47831237242295943,27.76051893309074
1979.222,1.613,5.363,900.619,187.2,187.2,1213.693,308.1,0.455036878,1.630743524,0.094582619,0.353473653,0.353473653,529.601,765.529,35.9,1388.2112,15.596,529.601,152.814,-140.576,12.238,"Moderate Risk",-1.1624549821104098,17.20900000000006,0.019222434700242232,0.2066266217209613,35.34736528065468
9615.014,213.734,677.345,3174.674,913.069,1530.808,6213.701,1194.119,0.330178822,1.547389229,0.094962836,0.419246111,0.250064428,3651.335,3401.313,136.909,6285.3862,508.728,3651.335,360.689,-478.325,-117.636,"Moderate Risk",-0.5350827753870343,722.4619999999995,0.2892938815830832,0.23703647359994848,41.92461113537925
2421.203,251.583,178.55,1349.725,78.507,286.026,1790.78,-227.163,0.557460486,1.352038218,0.03242479,0.175755017,0.048240367,1627.413,630.423,121.754,435.3711,1697.59,1627.413,-81.049,-18.899,-99.948,"High Risk",-1.574538048262833,1949.173,1.6642884282878307,0.05136968150365609,17.575501731889815
25356.8,228.3,74.1,5558.3,1842.8,2884.8,13558.7,881.4,0.219203527,1.870149793,0.072674785,0.253468409,0.16191472,11381.3,11783.9,137.9,13220.08,1963.4,11381.3,1203.6,-718,485.6,"Moderate Risk",-0.45910946291126026,2191.7000000000007,0.39963896283870043,0.32717846743839213,25.346840870550817
1393.526,15.087,16.5,817.932,97.042,148.787,1079.645,35.998,0.586951374,1.290726118,0.069637739,0.222975363,0.145429205,667.28,313.881,29.899,427.9731,119.836,667.28,33.31,611.851,645.161,"High Risk",-2.5007311688187563,134.923,0.1683523992054223,0.11629707393772051,22.297536266634697
48964.5,597.3,838.5,30297.8,5427.7,8388.4,42934.7,-4291.3,0.618770742,1.140441182,0.110849697,0.802986646,0.519571148,10446.5,6029.8,1503.7,34858.5296,1256.6,10446.5,2200.4,13681.8,15882.2,"High Risk",-4.746558758167766,1853.9000000000015,0.06293089109381422,0.17432064824658036,80.29866462451538
4084.4,56.6,0,2354.1,330.8,592.7,4680,-3244.2,0.576363725,0.872735043,0.080991088,0.08855653,0.049425511,6692.9,-595.6,175.1,398.4826,1226.3,6692.9,200.3,-166.4,33.9,"High Risk",3.9524848891873736,1282.9,0.5449641051781998,0.14052079350919672,8.85565300542366
5138.752,237.009,142.656,5132.931,763.875,1216.782,5816.795,-1639.145,0.998867235,0.883433575,0.148649906,0.428692223,0.269125671,2838.358,-678.043,444.927,1295.8578,0,2838.358,398.982,410.359,809.341,"High Risk",7.149427101231042,237.00900000000001,0.04749417617265582,0.14479431388393368,42.86922227569601
3503.342,59.638,17.141,2118.716,345.529,479.569,2496.505,126.392,0.60476996,1.403298611,0.098628395,0.260167731,0.187450598,1843.307,1006.837,106.136,2157.9291,0,1843.307,142.157,332.25,474.407,"Moderate Risk",-2.070279499064893,59.63799999999992,0.028377764295825714,0.16177534357403142,26.016773114841968
4789.602,156.884,47.244,1912.756,420.847,743.421,2814.992,414.571,0.399355938,1.701462029,0.0878668,0.218817606,0.123871579,3397.446,1974.61,94.897,1733.0122,344.583,3397.446,421.348,-139.978,281.37,"Moderate Risk",-0.9208238588885909,501.46699999999964,0.26880931347533527,0.21471785714285713,21.881760593104353
7121.6,104.3,500.8,1427.9,802.3,2548.5,3178.9,3380.3,0.200502696,2.240271792,0.112657268,0.27255227,0.085802898,9350.5,3942.7,141.7,4154.4055,1436,9350.5,1025,-848.5,176.5,"Moderate Risk",-0.10812387450224469,1540.3000000000002,1.6614173228346456,0.41597967542904546,27.255226993208918
1454.201,61.679,1.155,922.305,136.511,243.512,1134.362,-1847.654,0.634234882,1.281954967,0.093873543,0.401940443,0.225324796,605.841,319.839,171.444,365.3128,0,605.841,82.858,-28.982,53.876,"High Risk",-2.876431579638506,61.67900000000009,0.0669586929381752,0.14782556905550864,40.19404431195644
1282.21,147.336,0.657,258.92,48.081,85.705,372.981,-191.264,0.201932601,3.437735434,0.037498538,0.117997329,0.066197183,726.33,909.229,26.187,1037.3899,102.072,726.33,110.421,-68.419,42.002,"High Risk",-0.28332356315075746,249.4079999999999,0.9657132457998236,0.18522827523239735,11.799732903776519
1539.197,82.01,7.677,313.706,140.634,238.923,754.357,629.115,0.203811468,2.040409249,0.091368421,0.481250365,0.283271865,496.463,784.84,15.781,854.3892,8.711,496.463,116.581,-114.517,2.064,"Moderate Risk",-0.3801437235614902,90.721,0.29644576167618103,0.43759004054352585,48.12503650825943
1990.212,102.239,95.293,843.29,241.759,588.129,1335.812,345.275,0.423718679,1.489889296,0.121473994,0.562277182,0.231132233,1045.977,654.4,41.372,2547.3276,0,1045.977,183.071,49.563,232.634,"Moderate Risk",-0.9974083129584351,102.23900000000003,0.13668370327688484,0.25757871173886593,56.22771820030459
27736.157,2167.442,0,3493.048,1546.921,3464.966,27102.637,1045.29,0.125938428,1.023374847,0.055772723,0.025484849,0.011377615,135961.803,633.52,101.986,19652.6711,9755.094,135961.803,3920.379,-630.285,3290.094,"Low Risk",-5.513713852759187,11922.536,3.4132184842578748,0.4428570692415335,2.5484848858616562
5432.315,149.972,167.35,3687.01,697.201,1268.114,4932.637,-437.863,0.678718005,1.101300379,0.128343257,0.571444923,0.314176779,2219.136,499.678,191.447,3082.2213,0,2219.136,400.695,-117.094,283.601,"Moderate Risk",-6.708940557719172,149.97199999999975,0.042609797537262045,0.1808863209456304,57.144492270865776
22886.71,1053.158,1534,12221.925,2980.351,5440.406,19854.68,1533.065,0.534018433,1.152711099,0.130221906,0.361035354,0.197781577,15068.901,2747.787,863.907,26542.0411,390.328,15068.901,2436.08,-413.269,2022.811,"Moderate Risk",-3.331380853028273,1443.4860000000008,0.13505764683041852,0.21665943947789773,36.103535354038094
2509.71,281.502,77.466,694.678,531.684,765.59,2063.648,321.437,0.276796124,1.216152173,0.211850772,0.330356376,0.229424626,2317.467,446.062,55.678,1886.6573,19.164,2317.467,476.028,-423.306,52.722,"High Risk",-1.2100246154122072,300.66600000000017,0.4871357005372549,0.6885814045048592,33.03563761641482
3300.335,226.191,0.433,695.294,672.301,1090.887,1598.996,2004.082,0.210673765,2.064004538,0.203706896,0.329772569,0.203235008,3307.998,1701.339,16.888,6531.3763,478.574,3307.998,448.26,-248.914,199.346,"Moderate Risk",-0.40816556841405505,704.7649999999999,1.014253210354301,0.9663287467641762,32.977256939091255
13061.248,678.392,1123.076,6332.563,1215.395,1348.579,9104.503,144.007,0.484835982,1.434592091,0.093053512,0.550354598,0.496002256,2450.382,3701.074,264.469,717.6576,0,2450.382,770.309,924.457,1694.766,"High Risk",-1.1041149136710047,678.3919999999998,0.13022241921325456,0.16301687890199618,55.03545977729186
1079.915,7.785,5.373,1203.25,147.158,332.807,1749.754,-1042.164,1.114208063,0.617181044,0.136268132,0.191073035,0.084487182,1741.779,-669.839,100.805,59.1454,121.615,1741.779,32.194,-15.55,16.644,"High Risk",1.7802845161299952,129.39999999999998,0.10802444658341381,0.12175674300422877,19.107303509802335
7164.889,119.028,286.589,1994.773,1067.017,1133.479,3052.119,2314.101,0.278409477,2.34751299,0.148923033,0.468497264,0.441026737,2419.393,4112.77,110.242,2894.0549,42.804,2419.393,736.427,-33.467,702.96,"Moderate Risk",-0.3456539023577783,161.83200000000033,0.09473920842251206,0.46771051678777853,46.84972635698293
18514.875,1499.116,129.037,9001.308,2522.155,3961,12566.637,4297.009,0.486166285,1.473335706,0.136223172,0.287407259,0.18300572,13781.837,5084.172,418.103,14621.9513,185.575,13781.837,1557.2,-138.97,1418.23,"Moderate Risk",-1.7196967372464977,1684.690999999999,0.18988272562909753,0.27623874015713534,28.740725927900613
8239.2,1021.4,29.8,1607.5,2032.6,9093.5,4584.9,6622.6,0.195103894,1.797029379,0.246698709,0.843521576,0.18854588,10780.4,3654.3,60,32487.2741,1215.8,10780.4,1943.3,-894.8,1048.5,"Low Risk",-0.42358317598445666,2237.2,1.4180135640489318,1.241434068283149,84.35215761938333
979.019,142.597,4.25,558.08,156.08,305.703,728.737,-489.889,0.570040009,1.343446264,0.159424894,0.341440559,0.1743262,895.333,237.851,39.419,1387.6844,55.074,895.333,63.388,-34.467,28.921,"High Risk",-2.310606219860333,197.67100000000005,0.3569163822833722,0.2775594401863674,34.144055898754985
5585.345,479.449,4.834,2118.821,323.602,1227.272,3320.093,-867.334,0.379353648,1.682285707,0.057937692,0.635518161,0.167570798,1931.136,2265.252,118.564,5071.115,8.994,1931.136,487.577,-341.233,146.344,"Moderate Risk",-0.9310897860370503,488.4430000000002,0.23105298187737208,0.15237974153052167,63.55181613309472
12593.2,274.5,0,5951.5,1970.5,2118.3,7294,4813.2,0.472596322,1.726514944,0.156473335,0.419806179,0.390515072,5045.9,5299.2,334,20266.508,857.2,5045.9,879.8,492.2,1372,"Moderate Risk",-1.123094051932367,1131.7000000000007,0.1901537427539277,0.3310930017642611,41.98061792742623
4388.495,699.999,8,1580,601.681,1331.134,2558.688,914.843,0.360032312,1.715134866,0.137104178,0.718787073,0.32489631,1851.917,1829.807,54.62,4931.204,0,1851.917,523.031,170.605,693.636,"Moderate Risk",-0.8547349529212643,699.9989999999998,0.4452919847328243,0.3788923173803527,71.87870730707694
877.233,132.631,149.577,135,151.663,393.452,531.388,656.356,0.153892979,1.650833289,0.172887933,0.522845904,0.201540158,752.52,345.845,17.213,1171.3289,0,752.52,136.959,-64.604,72.355,"Moderate Risk",0.47464615651520187,132.63099999999997,-9.098648555944296,0.5329418751339708,52.284590442778935
3251.4,481,71,628.2,-481.5,-415,1313.5,-508.6,0.193209079,2.475371146,-0.148090054,-0.452562704,-0.525081788,917,1937.9,50.7,558.628,223.9,917,26,25.6,51.6,"High Risk",-0.2508901388100521,704.9000000000001,1.265075376884422,-0.6886441647597253,-45.25627044711014
6350.587,128.381,88.068,4757.61,931.413,1719.192,5821.98,-1117.135,0.749160668,1.090795056,0.146665655,0.571544454,0.30964775,3007.976,528.607,267.855,5708.2934,0,3007.976,541.76,-108.511,433.249,"High Risk",-8.667070243110665,128.3810000000003,0.027493274501011092,0.19221520703604325,57.15444538121315
734.652,91.296,6.787,505.613,227.861,596.624,711.806,-1260.937,0.688234702,1.032095824,0.310161818,0.543743825,0.207665149,1097.252,22.846,49.979,771.8284,0,1097.252,167.448,-122.817,44.631,"High Risk",-21.537205637748404,91.29600000000005,0.1830217350338596,0.4446935987509758,54.37438254840274
1752.468,115.393,7.815,247.278,92.88,134.543,734.598,-1410.428,0.141102719,2.385614989,0.052999541,0.06900147,0.047634262,1949.857,1017.87,21.954,384.708,231.872,1949.857,31.866,-36.352,-4.486,"High Risk",-0.22758112529104896,347.2650000000001,1.450182282857895,0.3641025037927344,6.9001470364236965
45203.966,1631.911,0,1233.485,474.679,3421.124,16124.546,21146.838,0.027287097,2.803425659,0.010500826,0.688590325,0.095541514,4968.301,29079.42,71.865,31459.104,0,4968.301,-2383.422,-377.258,-2760.68,"Moderate Risk",-0.04241779925459311,1631.911,1.3230083868064875,0.38482754147800746,68.85903249420676
2528.015,60.734,1.493,840.932,394.468,2124.109,1982.511,-135.326,0.332645178,1.27515812,0.156038631,0.261536279,0.048569868,8121.661,545.504,66.024,1567.9902,253.326,8121.661,408.153,-215.896,192.257,"Moderate Risk",-1.536095060714495,314.05999999999995,0.37413081832033057,0.46825296020417245,26.153627933990347
2229.018,149.76,0,494.772,212.929,645.597,1081.415,746.486,0.221968598,2.061204995,0.095525922,0.362868428,0.119680252,1779.149,1147.603,42.768,1429.1704,0,1779.149,139.92,-235.962,-96.042,"Moderate Risk",-0.43113515736713826,149.76000000000022,0.3026848730324275,0.430357821380353,36.28684275459785
1598.2,79.8,162.5,608.2,399.1,1616.7,1437.2,849.2,0.380553122,1.112023379,0.249718433,0.707899116,0.174752605,2283.8,161,47.6,2806.8191,254.6,2283.8,225.7,-157.1,68.6,"Moderate Risk",-1.7590062111801246,334.39999999999986,0.7502804577069774,0.5178409238354742,70.78991155092389
6795.604,35.941,81.953,2223.306,585.705,585.705,4276.143,1391.219,0.327168269,1.589190072,0.086188807,0.292793795,0.292793795,2000.401,2519.461,65.073,3099.9532,45.79,2000.401,475.147,581.633,1056.78,"Moderate Risk",-0.8173970543699626,81.73099999999977,0.038167924671924605,0.2540734034657277,29.279379484413376
3391.778,22.327,21.332,1898.152,570.54,884.481,2370.719,-636.977,0.559633325,1.43069592,0.16821266,0.653527127,0.42156176,1353.396,1021.059,98.433,5799.7061,0,1353.396,477.65,-224.808,252.842,"Moderate Risk",-1.8172191812618075,22.327000000000226,0.011896186102023757,0.2972361322105315,65.3527127315287
546.505,15.577,27.665,406.319,11.351,260.915,564.465,-601.913,0.743486336,0.968182261,0.020770167,0.265637233,0.011556439,982.223,-17.96,37.313,120.344,42.983,982.223,-64.742,66.558,1.816,"High Risk",19.542817371937637,58.56,0.1546530605777306,0.026155342132428844,26.563723309268877
18833,906,221,11868,1467,1685,15666,-6484,0.630170445,1.202157539,0.077895184,0.260432767,0.226738794,6470,3167,643,5160.8991,475,6470,863,167,1030,"High Risk",-3.6078307546574044,1381,0.11857130591568645,0.12134998759202581,26.043276661514682
19350.336,272.348,338.655,8304.635,1342.03,2063.731,13382.36,-2725.42,0.429172651,1.445958411,0.069354351,0.631357921,0.41056769,3268.718,5967.976,372.267,13598.4313,744.665,3268.718,61.029,6055.467,6116.496,"High Risk",-1.278042170410873,1017.012999999999,0.12766953971764916,0.15526842209390174,63.135792075058184
8022.7,62.4,3408.8,1255.1,644.5,2867.5,6187.8,1134.2,0.156443591,1.296535117,0.080334551,0.148691463,0.03341993,19284.9,1834.9,113.9,3790.4885,3463.5,19284.9,386,-136.4,249.6,"Moderate Risk",3.0315003542427377,3525.9000000000005,-1.6371360913776292,0.13818906923390298,14.869146326918987
26725,2080,2,3928,2381,4017,10265,8374,0.146978485,2.603507063,0.08909261,0.272209799,0.161347157,14757,16460,103,12584.3699,5928,14757,1332,-2163,-831,"Low Risk",-0.23839611178614825,8008,2.0397350993377485,0.6058524173027989,27.22097987395812
2742.512,158.624,13.273,358.603,43.525,143.597,2569.247,-115.104,0.130757131,1.067438047,0.015870487,0.128119407,0.038833661,1120.806,170.143,39.017,186.4725,51.43,1120.806,-27.914,103.168,75.254,"High Risk",-1.9516348013141884,210.0540000000001,0.6082703500999047,0.11704170207273391,12.811940692680091
6202.082,727.032,16.68,2577.976,644.216,994.906,3530.631,1965.291,0.415662998,1.756649732,0.103870926,0.131005025,0.084827645,7594.411,2545.111,154.407,4344.0183,1149.39,7594.411,1038.483,-523.187,515.296,"Moderate Risk",-0.9998055094650098,1876.4220000000005,0.7326064617287499,0.24828570723826204,13.100502461612887
9962,133,159,3492,1485,3122,5179,6161,0.350532022,1.923537362,0.149066453,0.416655545,0.198184973,7493,4713,148,10173.02,84,7493,810,-507,303,"Moderate Risk",-0.6734563971992361,217,0.06510651065106511,0.4067378800328677,41.665554517549715
2695.051,790.971,7.423,1285.433,264.148,1135.087,2074.175,-6020.916,0.476960547,1.299336363,0.098012245,0.464121269,0.108006439,2445.669,620.876,51.179,3273.6737,232.773,2445.669,262.112,-8.051,254.061,"High Risk",-2.046442445834595,1023.7440000000001,0.8010453752318059,0.20431355077440955,46.412126906789105
