Total Asset,Cash,Total Debt in Current Liabilities,Total Long-Term Debt,Earnings Before Interest,Gross Profit (Loss),Total Liabilities,Retained Earnings,Total debt/total asset,Total asset/Total libiilities,EBTI/total asset,Gross Profit/Revenue,EBTI/REV,Sales/Turnover (Net),Total Stockholders Equity,Total Interest and Related Expense,Market Value - Total - Fiscal,Total Inventories,Operating Activities - Net Cash Flow,Financing Activities - Net Cash Flow,Net Cash Flow,Debt-to-Equity Ratio,Total Current Asset,Working Capital Ratio,Debt Service Coverage Ratio,Gross Profit Margin,Prediction (Rating level),Probability_Class_0,Probability_Class_1
13167.95,413.046,375.752,2384.167,2264.306,8717.035,7901.255,8128.088,0.181058327,1.666564362,0.171955847,0.187395769,0.048677258,46516.712,5266.695,124.838,21950.3813,2602.018,1492.815,-915.858,576.957,0.0713449326380206,3015.0640000000003,1.5012156352148338,0.8204248023220971,18.739576864332115,1,1.3635492e-06,0.99760276
8906.939,471.901,0.808,1993.586,610.736,2476.543,4450.778,2336.639,0.22382392,2.001209451,0.068568562,0.494375417,0.121917069,5009.438,4455.011,111.397,2724.4498,273.707,394.812,156.819,551.631,0.0001813688002117,745.6080000000002,0.3741550739721134,0.3062263524659621,49.43754169629408,2,5.3014683e-05,2.4750942e-05
1192.415,314.873,27.458,347.316,317.881,827.486,783.688,353.049,0.291271076,1.521543012,0.266585878,0.380668958,0.146235017,2173.768,408.727,17.136,3437.0029,274.603,182.365,17.017,199.382,0.067179315288689,589.476,1.8429303003207675,0.8481938448238138,38.06689582328933,2,0.0039926763,3.7043563e-05
11396.455,1455.183,4.088,3490.897,592.965,1173.93,6201.024,671.677,0.306314288,1.837834364,0.052030653,0.602213343,0.304184606,1949.359,5195.431,157.866,5808.4714,0.0,378.455,-282.967,95.488,0.0007868452107245,1455.182999999999,0.4173394642494037,0.1696616723676925,60.22133429501698,2,7.7737146e-05,4.9241644e-05
37353.0,2002.0,1423.0,10692.0,4495.0,9638.0,34957.0,-4962.0,0.286242069,1.068541351,0.120338393,0.247757127,0.115549729,38901.0,2396.0,735.0,25052.0441,666.0,2634.0,-1596.0,1038.0,0.593906510851419,2668.0,0.2878411910669975,0.3710276516714816,24.775712706614225,0,0.96368545,0.00056340557
8974.443,32.069,68.319,3210.215,1471.9,1471.9,4943.811,3734.959,0.357706322,1.815288449,0.164010179,0.182569709,0.182569709,8062.126,3791.08,134.175,10983.1654,108.115,1035.876,-187.424,848.452,0.0180209861042236,140.1839999999993,0.0446176448870361,0.4489506590445608,18.25697092801576,2,4.2318916e-06,0.0007817843
4712.331,22.143,112.855,1543.609,382.768,382.768,3229.089,483.711,0.327568034,1.459337603,0.081226892,0.259933368,0.259933368,1472.562,1483.242,75.752,2200.2901,66.356,267.268,-223.963,43.305,0.0760867073613072,88.4989999999998,0.0618547982392499,0.2310753508678727,25.99333678310319,2,0.0002501797,0.004933849
1829.578,14.258,52.712,932.075,161.164,249.107,2179.023,-593.198,0.50944808,0.839632257,0.088088073,0.223215758,0.144413222,1115.992,-349.445,84.234,567.9906,133.855,50.353,338.706,389.059,-0.1508449112163573,148.11300000000006,0.1684321491807138,0.1636536631779257,22.32157578190525,0,0.99993956,1.2962478e-05
1985.0,171.1,31.1,1078.8,197.2,197.2,2459.3,-2672.8,0.543476071,0.807140243,0.099345088,0.038904672,0.038904672,5068.8,-474.3,150.0,689.7008,14.2,28.5,7.9,36.4,-0.0655703141471642,185.29999999999995,0.1768636059940822,0.1776736642940805,3.8904671717171713,0,0.99988997,2.9920238e-07
24621.0,338.0,59.0,7813.0,4164.0,4455.0,14936.0,5877.0,0.317330734,1.648433315,0.169123919,0.555555556,0.519266741,8019.0,9685.0,529.0,10280.444,0.0,2667.0,-39.0,2628.0,0.0060918946824987,338.0,0.0435904049522826,0.5289634146341463,55.55555555555556,2,9.888547e-06,0.00031778062
61689.0,7369.0,0.0,15092.0,8441.0,10913.0,39371.0,11608.0,0.244646533,1.566863935,0.136831526,0.666442748,0.515480916,16375.0,22318.0,1759.0,41794.5,243.0,8466.0,1675.0,10141.0,0.0,7612.0,0.5043731778425656,0.5593029419560032,66.64427480916031,2,0.00044373146,0.0049100416
